xflr5 v6.62

 Calculated polar for: NACA 4412

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000

  alpha     CL        CD       CDp       Cm    Top Xtr Bot Xtr   Cpmin    Chinge    XCp    
 ------- -------- --------- --------- -------- ------- ------- -------- --------- ---------
  -4.000   0.0354   0.01006   0.00375  -0.1065  0.8615  0.0727  -1.8947   0.0000   0.0000   0.0000   3.3159
  -3.000   0.1455   0.00917   0.00284  -0.1058  0.8231  0.1158  -1.3721   0.0000   0.0000   0.0000   0.9864
  -2.000   0.2555   0.00860   0.00238  -0.1051  0.7787  0.1913  -0.9498   0.0000   0.0000   0.0000   0.6646
  -1.000   0.3647   0.00820   0.00214  -0.1045  0.7285  0.3154  -0.6909   0.0000   0.0000   0.0000   0.5367
   0.000   0.4651   0.00707   0.00221  -0.1022  0.6748  0.7598  -0.7690   0.0000   0.0000   0.0000   0.4684
   1.000   0.5900   0.00710   0.00231  -0.1041  0.6209  1.0000  -0.8677   0.0000   0.0000   0.0000   0.4239
   2.000   0.6942   0.00762   0.00251  -0.1025  0.5747  1.0000  -0.9636   0.0000   0.0000   0.0000   0.3940
   3.000   0.7994   0.00825   0.00289  -0.1012  0.5360  1.0000  -1.0736   0.0000   0.0000   0.0000   0.3719
   4.000   0.9058   0.00884   0.00340  -0.1002  0.5045  1.0000  -1.2080   0.0000   0.0000   0.0000   0.3549
   5.000   1.0111   0.00947   0.00397  -0.0991  0.4724  1.0000  -1.4712   0.0000   0.0000   0.0000   0.3411
   6.000   1.1125   0.01020   0.00464  -0.0973  0.4294  1.0000  -1.8696   0.0000   0.0000   0.0000   0.3294
   7.000   1.2109   0.01107   0.00544  -0.0951  0.3776  1.0000  -2.3742   0.0000   0.0000   0.0000   0.3192
   8.000   1.2962   0.01266   0.00673  -0.0909  0.2918  1.0000  -2.9327   0.0000   0.0000   0.0000   0.3094
   9.000   1.3579   0.01557   0.00899  -0.0833  0.1682  1.0000  -3.4900   0.0000   0.0000   0.0000   0.2992
  10.000   1.3968   0.01930   0.01225  -0.0726  0.0811  1.0000  -3.9904   0.0000   0.0000   0.0000   0.2883
  11.000   1.4343   0.02346   0.01632  -0.0635  0.0492  1.0000  -4.4963   0.0000   0.0000   0.0000   0.2790
  12.000   1.4593   0.02916   0.02221  -0.0552  0.0363  1.0000  -5.0292   0.0000   0.0000   0.0000   0.2708
  13.000   1.4883   0.03541   0.02878  -0.0497  0.0306  1.0000  -5.6189   0.0000   0.0000   0.0000   0.2645
  14.000   1.4862   0.04565   0.03938  -0.0452  0.0260  1.0000  -6.0432   0.0000   0.0000   0.0000   0.2594


